path,label,split
data/final/raw/milvago_chimango/inaturalist_obs340156837_photo618957748.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs337367481_photo613272861.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs337015011_photo612554325.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs373409728_photo682408186.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs335537537_photo609570441.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs331551321_photo601491747.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs340333285_photo619312258.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs341761859_photo622222105.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs340311493_photo619270298.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs331206725_photo601109370.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs335490417_photo609464017.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs339109664_photo616812436.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs334445527_photo607355904.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs337367481_photo613273032.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs346474118_photo631573160.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs332517913_photo603471364.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs335537537_photo609570493.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs338468826_photo615539333.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs337254141_photo613040406.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs333845861_photo606131899.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs338942383_photo616476348.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs334445527_photo607355964.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs341579640_photo621849225.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs331306749_photo600992164.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs337126565_photo612782731.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs338253193_photo615090128.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs338468826_photo615539289.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs334222141_photo606896062.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs338951877_photo616494177.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs366195448_photo668645189.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs373409728_photo682408163.jpg,bird,train
data/final/raw/milvago_chimango/inaturalist_obs338253193_photo615090072.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs365560669_photo667436353.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs335490417_photo609464150.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs358076933_photo653210721.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs338253193_photo615090095.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs366890291_photo669962195.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs335490417_photo609464158.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs330300305_photo598912717.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs337127872_photo612785252.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs358076933_photo653210622.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs340986844_photo620639361.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs337015011_photo612554016.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs340311493_photo619270156.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs373409728_photo682408162.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs335537538_photo609570556.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs357566583_photo652182426.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs375726528_photo686880311.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs363490205_photo663517258.jpg,bird,val
data/final/raw/milvago_chimango/inaturalist_obs343802516_photo626347051.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs337015011_photo612554565.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs336993342_photo612507262.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs334114239_photo606677693.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs330350743_photo599017797.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs330486787_photo599294791.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs340311493_photo619270229.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs358076933_photo653210692.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs334114239_photo606677680.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs351117529_photo640702198.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs334366340_photo607193376.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs335462707_photo609420213.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs337015011_photo612554125.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs337106942_photo612741039.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs337127872_photo612785164.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs330350743_photo599017756.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs334445527_photo607355893.jpg,bird,test
data/final/raw/milvago_chimango/inaturalist_obs364376125_photo665181443.jpg,bird,test
data/final/raw/not_bird/inaturalist_obs310870652_photo561109552.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs372867080_photo681371997.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs248252505_photo443525332.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs342554358_photo623835884.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs155435219_photo268685807.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377031392_photo689419426.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs249594058_photo446204032.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs375184316_photo685846402.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs324623333_photo587591817.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs344666779_photo628032122.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376466754_photo688330043.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs350441607_photo639410179.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376650743_photo688686166.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs375398191_photo686267266.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs371829022_photo679390712.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs375448579_photo686370365.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs375152667_photo685785237.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs203714078_photo359965769.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs373800070_photo683162411.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs319947139_photo578412173.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs375224671_photo685922845.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs332779956_photo604010384.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs341517716_photo621735762.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs369504242_photo674951007.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376370553_photo688137919.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs338878927_photo616352826.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs337362119_photo613262459.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs284883533_photo512014411.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs353170058_photo644438440.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs73469214_photo119950571.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs280793513_photo504336512.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs350164688_photo638862365.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376897957_photo689162908.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs374116003_photo683747164.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs289218823_photo520179500.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs375709417_photo686870048.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376765684_photo688911778.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377103293_photo689562937.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs244214244_photo435596134.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs366288993_photo668828477.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs245890570_photo438862908.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs375184316_photo685846381.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs318316497_photo575286352.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376765684_photo688911704.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377399524_photo690135312.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs298314590_photo537327079.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs296111997_photo533144574.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs267001484_photo479769308.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs368764735_photo673558562.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs259782865_photo466409546.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs331506016_photo601402980.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs331506016_photo601402771.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs144401643_photo247827494.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs284883446_photo512014207.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376351186_photo688065768.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs366288993_photo668828492.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs338656162_photo615911445.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377525630_photo690378919.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs363817799_photo664141758.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs372867080_photo681372408.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs73469214_photo119950576.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs332058250_photo602528876.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376339474_photo688078773.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs321233052_photo580923816.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs298616647_photo537912809.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs310870652_photo561109806.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs338656162_photo615911393.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs144401643_photo247827480.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs284156192_photo510650468.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs108011857_photo181768284.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs156005240_photo269718688.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs320188707_photo578877529.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs346663252_photo631950277.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs84164106_photo138300891.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs372836046_photo681328512.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs366888101_photo669951724.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs374837781_photo685179063.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377540500_photo690408860.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs248587151_photo444205486.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs256801159_photo460515585.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs343465779_photo625662696.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs366937597_photo670064602.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377130539_photo689613778.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377236933_photo689811533.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs372867080_photo681372347.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs367604243_photo671341277.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs373811584_photo683186391.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs338656162_photo615911418.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs374289479_photo684113033.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs155427441_photo268671326.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376592014_photo688571303.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376763921_photo688895970.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376367770_photo688132758.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs331506016_photo601403001.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs155435219_photo268685819.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376373219_photo688144556.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs317684500_photo574080648.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs366288993_photo668828412.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs338656162_photo615911356.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377525630_photo690378931.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376592014_photo688571455.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377407223_photo690153286.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs19996978_photo30864203.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs247215070_photo441482067.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377441548_photo690219505.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377324371_photo689989590.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs348665361_photo635927669.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs375871221_photo687184802.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs370561800_photo676971753.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376753547_photo688883574.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs332484766_photo603406458.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377236933_photo689811530.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs310870652_photo561109919.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs155427441_photo268672760.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs369621677_photo675182937.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs144224715_photo247493636.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs338103295_photo614785003.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs296111997_photo533144525.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376351208_photo688066494.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs344666779_photo628032117.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs370561800_photo676971677.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs367290881_photo670727062.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376546208_photo688442062.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs282071314_photo506725641.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs284156192_photo510650484.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376453394_photo688306071.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs375957429_photo687346092.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs343465779_photo625662658.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs256801159_photo460515608.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs349811748_photo638173975.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377226362_photo689796794.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs203714078_photo359965716.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs372867080_photo681875587.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs347839895_photo634287205.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs267300411_photo480349130.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs280793513_photo504336497.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs247215070_photo441476684.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs342647071_photo624020678.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376998663_photo689358427.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376765684_photo688911745.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs203714078_photo359965698.jpeg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376350251_photo688099699.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs337860462_photo614283862.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs370561800_photo676971812.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs372055880_photo679829848.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs377236923_photo689811456.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs350164688_photo638862332.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs357398440_photo651863349.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs331506016_photo601403000.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs347840892_photo634289709.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs373618096_photo681954599.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs369495320_photo674932591.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs300156360_photo540794781.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs376370556_photo688137930.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs373618096_photo681954606.jpg,not_bird,train
data/final/raw/not_bird/inaturalist_obs374116003_photo683747117.jpg,not_bird,train
